N	Z	P1n	P2n	P3n	P4n	P5n	Element
192	95	33.1	7.7	10.9	3.2	14	Am
193	95	5.4	36.9	12.1	15.6	16.5	Am
194	95	31.6	6.5	9.7	1.9	14.1	Am
195	95	0.7	36.2	4.5	25.2	18.5	Am
196	95	31.9	4.5	13	1.2	16.3	Am
197	95	0	31.1	1.9	32.1	21.5	Am
198	95	31.4	1.6	16.8	0.7	18.3	Am
199	95	0	26.1	0.3	36	25.9	Am
200	95	30	0	20.1	0.4	20.1	Am
201	95	0	20	0	38.2	31.6	Am
202	95	26.6	0	23.7	0	22.5	Am
203	95	0	13.2	0	33.7	44	Am
204	95	22.6	0	26.7	0	25.4	Am
205	95	0	7.4	0	27.7	56.6	Am
206	95	17.1	0	29.6	0	31.4	Am
207	95	0	4	0	19.7	68.7	Am
208	95	11.1	0	27.6	0	42.5	Am
209	95	0	2.9	0	19.1	69.6	Am
210	95	14.6	0	23.5	0	35.2	Am
211	95	0	2	0	16.2	73.1	Am
212	95	6.9	0	17.9	0	49.3	Am
213	95	0	1	0	8.7	81.8	Am
214	95	1.5	0	6.8	0	68.2	Am
215	95	0	0	0	0.6	96.2	Am
216	95	0	0	0.1	0	95.8	Am
217	95	0	0	0	0.5	96.6	Am
219	95	0	0	0	0.4	96.9	Am
151	96	0	0	0	0	0	Cm
152	96	0	0	0	0	0	Cm
153	96	0	0	0	0	0	Cm
154	96	0	0	0	0	0	Cm
155	96	0	0	0	0	0	Cm
156	96	0	0	0	0	0	Cm
157	96	0	0	0	0	0	Cm
158	96	0	0	0	0	0	Cm
159	96	0	0	0	0	0	Cm
160	96	0	0	0	0	0	Cm
161	96	0	0	0	0	0	Cm
162	96	0	0	0	0	0	Cm
163	96	0.4	0	0	0	0	Cm
164	96	0	0	0	0	0	Cm
165	96	1.5	0	0	0	0	Cm
166	96	0	0	0	0	0	Cm
167	96	3.3	0.2	0	0	0	Cm
168	96	0.7	0	0	0	0	Cm
169	96	4.1	0.7	0	0	0	Cm
170	96	2.2	0	0	0	0	Cm
171	96	4.9	1.1	0	0	0	Cm
172	96	3	0	0	0	0	Cm
173	96	4.1	1.3	0.2	0	0	Cm
174	96	3.2	0.5	0	0	0	Cm
175	96	5.1	1.3	0.4	0	0	Cm
176	96	2.8	0.9	0.1	0	0	Cm
177	96	8.7	1.4	0.5	0.2	0	Cm
178	96	7.9	0.7	0.6	0	0	Cm
179	96	4.4	1.8	0.4	0.4	0	Cm
180	96	5.9	0.9	0.5	0.2	0	Cm
181	96	10.6	1.9	0.6	0.4	0.2	Cm
182	96	7.6	1	0.6	0.3	0.1	Cm
183	96	12.7	3	0.6	0.5	0.4	Cm
184	96	9.7	1.2	0.7	0.3	0.3	Cm
185	96	12.4	7.7	0.8	0.6	0.7	Cm
186	96	11.2	2.4	0.9	0.4	0.6	Cm
187	96	12.4	11.8	3.1	1	1.1	Cm
188	96	9	4.8	2.2	0.6	1	Cm
189	96	11.5	8.9	5.9	3.2	1.9	Cm
190	96	8.2	3.8	4.6	0.8	1.7	Cm
191	96	8.7	8.4	4	5.9	3.3	Cm
192	96	7	3	5.1	1.3	2.3	Cm
193	96	6.1	6.6	2.9	4.9	4.5	Cm
194	96	5.1	2.2	3.9	1.5	2.9	Cm
195	96	5.9	6.2	2.7	4.3	6.5	Cm
196	96	4.6	2.1	3.2	1.7	4	Cm
197	96	5.3	6.2	2.3	4.1	8.2	Cm
198	96	4.3	1.8	2.7	1.5	5.5	Cm
199	96	5.3	5.9	2.2	4	9.4	Cm
200	96	3.9	1.5	2.4	1.1	6.6	Cm
201	96	2.7	6.3	1.4	4.3	10.3	Cm
202	96	3.6	1.1	2.3	0.9	7.5	Cm
203	96	3.4	5.8	1.5	4	11.6	Cm
204	96	3.3	0.9	2.1	0.7	8.1	Cm
205	96	2.1	5.8	1.1	3.9	12.7	Cm
206	96	2.9	0.7	1.9	0.6	8.8	Cm
207	96	0.8	5.9	0.7	3.7	13.9	Cm
208	96	1.9	0.4	1.4	0.4	7.8	Cm
209	96	0.1	3.9	0.4	2.6	11.8	Cm
210	96	1.5	0.3	1.3	0.3	8	Cm
211	96	0	3.3	0	2.5	11.1	Cm
212	96	1.1	0.1	1.1	0.2	7.9	Cm
213	96	0	2.8	0	2.2	11.7	Cm
214	96	0.9	0	1.1	0	8.5	Cm
215	96	0	2	0	2.2	12.6	Cm
216	96	0.4	0	0.7	0	7.6	Cm
217	96	0	1.1	0	1.7	11.1	Cm
218	96	0.1	0	0.4	0	8.1	Cm
219	96	0	0.3	0	1.6	12.1	Cm
220	96	0	0	1.5	0	55.5	Cm
221	96	0	0	0	2.2	89.7	Cm
162	97	0.2	0	0	0	0	Bk
163	97	3.2	0.5	0	0	0	Bk
164	97	2.2	0	0	0	0	Bk
165	97	4.1	0.9	0	0	0	Bk
166	97	3.5	0	0	0	0	Bk
167	97	5.3	1.3	0	0	0	Bk
168	97	9.9	0.4	0	0	0	Bk
169	97	19.3	2	0.3	0	0	Bk
170	97	14.2	1	0	0	0	Bk
171	97	32.2	2.2	0.6	0.1	0	Bk
172	97	15.6	1.1	0.3	0	0	Bk
173	97	26.1	2.6	0.5	0.3	0	Bk
174	97	23.1	1.3	0.6	0	0	Bk
175	97	36.7	2.9	0.6	0.4	0	Bk
176	97	17	1.5	0.6	0.2	0	Bk
177	97	59.9	3.3	0.8	0.4	0.2	Bk
178	97	70.7	1.3	1.1	0.2	0.1	Bk
179	97	17.9	4.6	0.5	0.6	0.3	Bk
180	97	40.3	1.9	0.9	0.3	0.3	Bk
181	97	43.4	6.8	0.8	0.6	0.5	Bk
182	97	43.3	2.6	1.1	0.4	0.4	Bk
183	97	44	11.6	1	0.7	0.7	Bk
184	97	40.2	4.5	1.3	0.4	0.6	Bk
185	97	42.2	21.5	1.7	1	0.9	Bk
186	97	37.5	7.5	2.7	0.5	0.9	Bk
187	97	42.8	30.1	7.1	2.5	1.5	Bk
188	97	44.9	6.2	9.1	1	1.6	Bk
189	97	30.4	38.2	6.9	8.9	2.9	Bk
190	97	41.1	5.1	10.2	2.7	2.9	Bk
191	97	17.8	45.3	4.4	10.7	6	Bk
192	97	38.9	5.1	9.3	3.6	5.5	Bk
193	97	15	43.2	6.4	9.7	10.1	Bk
194	97	36.7	4.4	7.6	2.2	7.2	Bk
195	97	11.8	44	5.6	8.9	10.7	Bk
196	97	37.3	4.3	7.7	2.1	9.1	Bk
197	97	8.6	43.6	7.3	10.1	13.1	Bk
198	97	37.7	3.9	8.1	1.7	10.7	Bk
199	97	4.6	42.5	7.5	12.8	14.7	Bk
200	97	38.5	3.4	8.6	1.6	12.2	Bk
201	97	1.8	41.1	5.7	17.7	16.4	Bk
202	97	39.4	2.7	9	1.3	13.7	Bk
203	97	1.5	33.6	7.2	24.5	18.7	Bk
204	97	40.4	1.6	9.7	0.9	15.2	Bk
205	97	0	32.9	0	33.3	20.2	Bk
206	97	41.7	0	11.4	0.3	16.7	Bk
207	97	0	24.6	0	40.7	22.8	Bk
208	97	39.3	0	8.7	0.1	14.4	Bk
209	97	0	26	0	41.8	20.6	Bk
210	97	36.5	0	9.7	0	15.5	Bk
211	97	0	17.9	0	48	23	Bk
212	97	31.9	0	10.1	0	15.8	Bk
213	97	0	14	0	48.2	26	Bk
214	97	29.7	0	12.4	0	18.2	Bk
215	97	0	8.5	0	44.4	35.8	Bk
216	97	21.7	0	10.9	0	17.7	Bk
217	97	0	7.8	0	42.7	36	Bk
218	97	16.2	0	12.7	0	21.7	Bk
219	97	0	4.3	0	30.3	53	Bk
220	97	10	0	13.1	0	28.6	Bk
221	97	0	0.2	0	0.9	95.7	Bk
222	97	0.1	0	0.3	0	95	Bk
223	97	0	0	0	0.7	96.2	Bk
224	97	0	0	0.1	0	95.7	Bk
164	98	0	0	0	0	0	Cf
165	98	0	0	0	0	0	Cf
166	98	0	0	0	0	0	Cf
167	98	0.5	0	0	0	0	Cf
168	98	0	0	0	0	0	Cf
169	98	1.9	0	0	0	0	Cf
170	98	0	0	0	0	0	Cf
171	98	3.5	0.2	0	0	0	Cf
172	98	1.1	0	0	0	0	Cf
173	98	3.1	0.7	0	0	0	Cf
174	98	2.1	0	0	0	0	Cf
175	98	3.5	1.1	0	0	0	Cf
176	98	2.2	0.1	0	0	0	Cf
177	98	7	1	0.4	0	0	Cf
178	98	2.1	0.6	0	0	0	Cf
179	98	3.4	1.2	0.4	0.1	0	Cf
180	98	3.1	0.7	0.2	0	0	Cf
181	98	4.8	1.3	0.4	0.3	0	Cf
182	98	4.7	0.9	0.5	0.1	0	Cf
183	98	7.5	1.8	0.5	0.4	0.2	Cf
184	98	7	0.9	0.6	0.3	0.1	Cf
185	98	10.9	3.5	0.6	0.5	0.4	Cf
186	98	7.8	1.2	0.7	0.3	0.3	Cf
187	98	12.7	8.2	1.1	0.7	0.8	Cf
188	98	10	2	1.1	0.4	0.7	Cf
189	98	12.2	9.4	2.6	1.1	1.2	Cf
190	98	8.4	3.4	1.4	0.5	1	Cf
191	98	9.7	9.1	3.7	1.8	1.7	Cf
192	98	7.8	4.2	2.1	0.5	1.4	Cf
193	98	11.5	8.1	4.7	3.1	2.2	Cf
194	98	6.1	3.4	2.4	0.6	1.6	Cf
195	98	7.5	7.1	3	4	2.7	Cf
196	98	5.9	2.7	3.5	0.8	1.9	Cf
197	98	7.7	6.8	3.1	4.3	3.8	Cf
198	98	5.5	2.3	3.7	1.2	2.3	Cf
199	98	6.4	7	2.7	4	5.3	Cf
200	98	5.2	2.1	3.3	1.7	3	Cf
201	98	5.5	6.9	2.3	3.7	6.7	Cf
202	98	4.8	1.9	2.8	1.7	4	Cf
203	98	5.8	6.5	2.7	3.4	7.9	Cf
204	98	4.4	1.6	2.4	1.4	5.2	Cf
205	98	3.7	6.7	2.2	3.6	8.6	Cf
206	98	4.4	1.2	2.4	1	6.2	Cf
207	98	2.3	5.2	1.5	2.9	8.1	Cf
208	98	2.8	0.9	1.8	0.8	5.6	Cf
209	98	2.3	4.6	1.4	3	8.6	Cf
210	98	2.5	0.8	1.6	0.7	6	Cf
211	98	1.3	4.5	1	3.2	9	Cf
212	98	2.3	0.7	1.4	0.6	6.5	Cf
213	98	0.8	3.9	0.7	2.9	9	Cf
214	98	2	0.5	1.3	0.5	6.6	Cf
215	98	0.9	3.4	0.8	2.5	10.1	Cf
216	98	1.5	0.3	1.2	0.3	6.2	Cf
217	98	0.3	2.6	0.4	2	9.3	Cf
218	98	1.3	0.2	1.1	0.2	6.6	Cf
219	98	0	2.5	0.2	2	10.1	Cf
220	98	1.1	0.1	1.1	0.2	7.3	Cf
221	98	0	2.4	0	2.1	11.2	Cf
222	98	0.8	0	1	0.1	8.1	Cf
223	98	0	3.9	0	11.5	73.7	Cf
224	98	3.4	0	4.7	0.2	44.6	Cf
225	98	0	1.4	0	7.2	81.9	Cf
226	98	1	0	3.4	0	52	Cf
227	98	0	0.2	0	2.5	88.7	Cf
